Year_Month,Fuel_Category,Zip_Code,Count
2022/05,Electric,21156,2
2022/05,Electric,21157,122
2022/05,Electric,21158,57
2022/05,Electric,21160,2
2022/05,Electric,21161,26
2022/05,Electric,21162,29
2022/05,Electric,21163,84
2022/05,Electric,21201,49
2022/05,Electric,21202,78
2022/05,Electric,21204,142
2022/05,Electric,21205,19
2022/05,Electric,21206,47
2022/05,Electric,21207,54
2022/05,Electric,21208,217
2022/05,Electric,21209,170
2022/05,Electric,21210,148
2022/05,Electric,21211,93
2022/05,Electric,21212,177
2022/05,Electric,21213,21
2022/05,Electric,21214,37
2022/05,Electric,21215,50
2022/05,Electric,21216,11
2022/05,Electric,21217,41
2022/05,Electric,21218,94
2022/05,Electric,21219,30
2022/05,Electric,21220,93
2022/05,Electric,21221,53
2022/05,Electric,21222,46
2022/05,Electric,21223,9
2022/05,Electric,21224,206
2022/05,Electric,21225,25
2022/05,Electric,21226,12
2022/05,Electric,21227,56
2022/05,Electric,21228,189
2022/05,Electric,21229,58
2022/05,Electric,21230,218
2022/05,Electric,21231,96
2022/05,Electric,21234,89
2022/05,Electric,21236,61
2022/05,Electric,21237,63
2022/05,Electric,21239,23
2022/05,Electric,21240,559
2022/05,Electric,21244,61
2022/05,Electric,21250,10
2022/05,Electric,21286,101
2022/05,Electric,21401,341
2022/05,Electric,21402,3
2022/05,Electric,21403,244
2022/05,Electric,21405,5
2022/05,Electric,21409,161
2022/05,Electric,21502,41
2022/05,Electric,21520,2
2022/05,Electric,21530,1
2022/05,Electric,21531,1
2022/05,Electric,21532,19
2022/05,Electric,21536,1
2022/05,Electric,21541,5
2022/05,Electric,21545,1
2022/05,Electric,21550,10
2022/05,Electric,21561,5
2022/05,Electric,21601,86
2022/05,Electric,21607,2
2022/05,Electric,21610,1
2022/05,Electric,21612,2
2022/05,Electric,21613,25
2022/05,Electric,21617,27
2022/05,Electric,21619,30
2022/05,Electric,21620,34
2022/05,Electric,21623,5
2022/05,Electric,21625,7
2022/05,Electric,21629,8
2022/05,Electric,21631,6
2022/05,Electric,21632,3
2022/05,Electric,21635,1
2022/05,Electric,21638,20
2022/05,Electric,21639,3
2022/05,Electric,21640,1
2022/05,Electric,21643,1
2022/05,Electric,21645,1
2022/05,Electric,21647,1
2022/05,Electric,21648,1
2022/05,Electric,21649,1
2022/05,Electric,21651,3
2022/05,Electric,21652,2
2022/05,Electric,21654,21
2022/05,Electric,21655,10
2022/05,Electric,21657,1
2022/05,Electric,21658,16
2022/05,Electric,21660,2
2022/05,Electric,21661,4
2022/05,Electric,21662,7
2022/05,Electric,21663,27
2022/05,Electric,21664,2
2022/05,Electric,21666,66
2022/05,Electric,21668,3
2022/05,Electric,21671,2
2022/05,Electric,21673,10
2022/05,Electric,21677,2
2022/05,Electric,21678,3
2022/05,Electric,21679,2
2022/05,Electric,21701,207
2022/05,Electric,21702,152
2022/05,Electric,21703,177
2022/05,Electric,21704,241
2022/05,Electric,21710,35
2022/05,Electric,21711,1
2022/05,Electric,21713,22
2022/05,Electric,21714,4
2022/05,Electric,21716,40
2022/05,Electric,21717,1
2022/05,Electric,21718,2
2022/05,Electric,21719,1
2022/05,Electric,21722,4
2022/05,Electric,21723,20
2022/05,Electric,21727,10
2022/05,Electric,21737,56
2022/05,Electric,21738,55
2022/05,Electric,21740,106
2022/05,Electric,21742,74
2022/05,Electric,21750,2
2022/05,Electric,21754,75
2022/05,Electric,21755,26
2022/05,Electric,21756,12
2022/05,Electric,21757,3
2022/05,Electric,21758,17
2022/05,Electric,21762,2
2022/05,Electric,21767,1
2022/05,Electric,21769,90
2022/05,Electric,21770,86
2022/05,Electric,21771,158
2022/05,Electric,21773,33
2022/05,Electric,21774,174
2022/05,Electric,21776,10
2022/05,Electric,21777,9
2022/05,Electric,21778,3
2022/05,Electric,21779,2
2022/05,Electric,21780,3
2022/05,Electric,21782,4
2022/05,Electric,21783,16
2022/05,Electric,21784,228
2022/05,Electric,21787,16
2022/05,Electric,21788,18
2022/05,Electric,21791,14
2022/05,Electric,21793,23
2022/05,Electric,21794,42
2022/05,Electric,21795,11
2022/05,Electric,21797,79
2022/05,Electric,21798,5
2022/05,Electric,21801,42
2022/05,Electric,21804,21
2022/05,Electric,21811,44
2022/05,Electric,21813,14
2022/05,Electric,21817,3
2022/05,Electric,21822,2
2022/05,Electric,21826,4
2022/05,Electric,21830,5
2022/05,Electric,21837,1
2022/05,Electric,21840,1
2022/05,Electric,21841,1
2022/05,Electric,21842,29
2022/05,Electric,21849,2
2022/05,Electric,21850,4
2022/05,Electric,21851,5
2022/05,Electric,21853,3
2022/05,Electric,21856,2
2022/05,Electric,21862,1
2022/05,Electric,21863,11
2022/05,Electric,21869,1
2022/05,Electric,21872,2
2022/05,Electric,21874,1
2022/05,Electric,21875,22
2022/05,Electric,21901,42
2022/05,Electric,21903,11
2022/05,Electric,21904,16
2022/05,Electric,21911,18
2022/05,Electric,21912,1
2022/05,Electric,21913,2
2022/05,Electric,21914,1
2022/05,Electric,21915,9
2022/05,Electric,21917,6
2022/05,Electric,21918,3
2022/05,Electric,21919,5
2022/05,Electric,21921,74
2022/05,Electric,21930,1
2022/05,Electric,23602,1
2022/05,Electric,43017,1
2022/05,Electric,63105,2
2022/05,Electric,75234,1
2022/05,Electric,77581,1
2022/05,Electric,93933,1
2022/05,Electric,94304,1
2022/05,Plug-In Hybrid,0,4
2022/05,Plug-In Hybrid,19968,1
2022/05,Plug-In Hybrid,20016,2
2022/05,Plug-In Hybrid,20136,1
2022/05,Plug-In Hybrid,20601,24
2022/05,Plug-In Hybrid,20602,27
2022/05,Plug-In Hybrid,20603,61
2022/05,Plug-In Hybrid,20606,1
2022/05,Plug-In Hybrid,20607,42
2022/05,Plug-In Hybrid,20611,2
2022/05,Plug-In Hybrid,20612,2
2022/05,Plug-In Hybrid,20613,39
2022/05,Plug-In Hybrid,20615,1
2022/05,Plug-In Hybrid,20616,6
2022/05,Plug-In Hybrid,20618,2
2022/05,Plug-In Hybrid,20619,45
2022/05,Plug-In Hybrid,20620,2
2022/05,Plug-In Hybrid,20621,1
2022/05,Plug-In Hybrid,20622,11
2022/05,Plug-In Hybrid,20623,2
2022/05,Plug-In Hybrid,20624,1
2022/05,Plug-In Hybrid,20628,5
2022/05,Plug-In Hybrid,20629,1
2022/05,Plug-In Hybrid,20630,2
2022/05,Plug-In Hybrid,20634,19
2022/05,Plug-In Hybrid,20636,27
2022/05,Plug-In Hybrid,20637,15
2022/05,Plug-In Hybrid,20639,50
2022/05,Plug-In Hybrid,20640,14
2022/05,Plug-In Hybrid,20645,1
2022/05,Plug-In Hybrid,20646,40
2022/05,Plug-In Hybrid,20650,60
2022/05,Plug-In Hybrid,20653,44
2022/05,Plug-In Hybrid,20656,1
2022/05,Plug-In Hybrid,20657,50
2022/05,Plug-In Hybrid,20658,1
2022/05,Plug-In Hybrid,20659,41
2022/05,Plug-In Hybrid,20662,3
2022/05,Plug-In Hybrid,20664,3
2022/05,Plug-In Hybrid,20670,1
2022/05,Plug-In Hybrid,20674,9
2022/05,Plug-In Hybrid,20675,2
2022/05,Plug-In Hybrid,20676,11
2022/05,Plug-In Hybrid,20677,5
2022/05,Plug-In Hybrid,20678,24
2022/05,Plug-In Hybrid,20684,4
2022/05,Plug-In Hybrid,20685,22
2022/05,Plug-In Hybrid,20686,2
2022/05,Plug-In Hybrid,20688,12
2022/05,Plug-In Hybrid,20689,3
2022/05,Plug-In Hybrid,20690,1
2022/05,Plug-In Hybrid,20693,3
2022/05,Plug-In Hybrid,20695,29
2022/05,Plug-In Hybrid,20701,2
2022/05,Plug-In Hybrid,20705,46
2022/05,Plug-In Hybrid,20706,40
2022/05,Plug-In Hybrid,20707,83
2022/05,Plug-In Hybrid,20708,38
2022/05,Plug-In Hybrid,20710,4
2022/05,Plug-In Hybrid,20711,16
2022/05,Plug-In Hybrid,20712,17
2022/05,Plug-In Hybrid,20714,12
2022/05,Plug-In Hybrid,20715,74
2022/05,Plug-In Hybrid,20716,35
2022/05,Plug-In Hybrid,20720,68
2022/05,Plug-In Hybrid,20721,80
2022/05,Plug-In Hybrid,20722,18
2022/05,Plug-In Hybrid,20723,158
2022/05,Plug-In Hybrid,20724,41
2022/05,Plug-In Hybrid,20732,39
2022/05,Plug-In Hybrid,20733,10
2022/05,Plug-In Hybrid,20735,50
2022/05,Plug-In Hybrid,20736,31
2022/05,Plug-In Hybrid,20737,29
2022/05,Plug-In Hybrid,20740,76
2022/05,Plug-In Hybrid,20743,67
2022/05,Plug-In Hybrid,20744,88
2022/05,Plug-In Hybrid,20745,34
2022/05,Plug-In Hybrid,20746,19
2022/05,Plug-In Hybrid,20747,19
2022/05,Plug-In Hybrid,20748,27
2022/05,Plug-In Hybrid,20751,8
2022/05,Plug-In Hybrid,20754,31
2022/05,Plug-In Hybrid,20755,19
2022/05,Plug-In Hybrid,20758,2
2022/05,Plug-In Hybrid,20759,63
2022/05,Plug-In Hybrid,20762,5
2022/05,Plug-In Hybrid,20763,7
2022/05,Plug-In Hybrid,20764,8
2022/05,Plug-In Hybrid,20765,1
2022/05,Plug-In Hybrid,20769,20
2022/05,Plug-In Hybrid,20770,79
2022/05,Plug-In Hybrid,20772,139
2022/05,Plug-In Hybrid,20774,83
2022/05,Plug-In Hybrid,20776,17
2022/05,Plug-In Hybrid,20777,32
2022/05,Plug-In Hybrid,20778,9
2022/05,Plug-In Hybrid,20779,5
2022/05,Plug-In Hybrid,20781,35
2022/05,Plug-In Hybrid,20782,71
2022/05,Plug-In Hybrid,20783,36
2022/05,Plug-In Hybrid,20784,19
2022/05,Plug-In Hybrid,20785,55
2022/05,Plug-In Hybrid,20794,42
2022/05,Plug-In Hybrid,20812,6
2022/05,Plug-In Hybrid,20814,259
2022/05,Plug-In Hybrid,20815,322
2022/05,Plug-In Hybrid,20816,175
2022/05,Plug-In Hybrid,20817,425
2022/05,Plug-In Hybrid,20818,28
2022/05,Plug-In Hybrid,20832,102
2022/05,Plug-In Hybrid,20833,48
2022/05,Plug-In Hybrid,20837,42
2022/05,Plug-In Hybrid,20838,2
2022/05,Plug-In Hybrid,20839,1
2022/05,Plug-In Hybrid,20841,58
2022/05,Plug-In Hybrid,20842,21
2022/05,Plug-In Hybrid,20850,315
2022/05,Plug-In Hybrid,20851,51
2022/05,Plug-In Hybrid,20852,231
2022/05,Plug-In Hybrid,20853,135
2022/05,Plug-In Hybrid,20854,480
2022/05,Plug-In Hybrid,20855,101
2022/05,Plug-In Hybrid,20860,19
2022/05,Plug-In Hybrid,20861,14
2022/05,Plug-In Hybrid,20862,4
2022/05,Plug-In Hybrid,20866,25
2022/05,Plug-In Hybrid,20868,1
2022/05,Plug-In Hybrid,20871,204
2022/05,Plug-In Hybrid,20872,46
2022/05,Plug-In Hybrid,20874,201
2022/05,Plug-In Hybrid,20876,90
2022/05,Plug-In Hybrid,20877,90
2022/05,Plug-In Hybrid,20878,376
2022/05,Plug-In Hybrid,20879,63
2022/05,Plug-In Hybrid,20880,7
2022/05,Plug-In Hybrid,20882,94
2022/05,Plug-In Hybrid,20886,73
2022/05,Plug-In Hybrid,20895,150
2022/05,Plug-In Hybrid,20896,16
2022/05,Plug-In Hybrid,20901,163
2022/05,Plug-In Hybrid,20902,190
2022/05,Plug-In Hybrid,20903,36
2022/05,Plug-In Hybrid,20904,151
2022/05,Plug-In Hybrid,20905,90
2022/05,Plug-In Hybrid,20906,180
2022/05,Plug-In Hybrid,20910,303
2022/05,Plug-In Hybrid,20912,188
2022/05,Plug-In Hybrid,21001,44
2022/05,Plug-In Hybrid,21005,6
2022/05,Plug-In Hybrid,21009,62
2022/05,Plug-In Hybrid,21010,1
2022/05,Plug-In Hybrid,21012,84
2022/05,Plug-In Hybrid,21013,15
2022/05,Plug-In Hybrid,21014,72
2022/05,Plug-In Hybrid,21015,75
2022/05,Plug-In Hybrid,21017,9
2022/05,Plug-In Hybrid,21022,1
2022/05,Plug-In Hybrid,21023,2
2022/05,Plug-In Hybrid,21028,5
2022/05,Plug-In Hybrid,21029,123
2022/05,Plug-In Hybrid,21030,81
2022/05,Plug-In Hybrid,21031,3
2022/05,Plug-In Hybrid,21032,60
2022/05,Plug-In Hybrid,21034,7
2022/05,Plug-In Hybrid,21035,48
2022/05,Plug-In Hybrid,21036,23
2022/05,Plug-In Hybrid,21037,90
2022/05,Plug-In Hybrid,21040,22
2022/05,Plug-In Hybrid,21042,313
2022/05,Plug-In Hybrid,21043,234
2022/05,Plug-In Hybrid,21044,242
2022/05,Plug-In Hybrid,21045,182
2022/05,Plug-In Hybrid,21046,76
2022/05,Plug-In Hybrid,21047,32
2022/05,Plug-In Hybrid,21048,34
2022/05,Plug-In Hybrid,21050,45
2022/05,Plug-In Hybrid,21051,1
2022/05,Plug-In Hybrid,21053,7
2022/05,Plug-In Hybrid,21054,46
2022/05,Plug-In Hybrid,21056,3
2022/05,Plug-In Hybrid,21057,18
2022/05,Plug-In Hybrid,21060,63
2022/05,Plug-In Hybrid,21061,63
2022/05,Plug-In Hybrid,21071,1
2022/05,Plug-In Hybrid,21074,24
2022/05,Plug-In Hybrid,21075,114
2022/05,Plug-In Hybrid,21076,164
2022/05,Plug-In Hybrid,21077,2
2022/05,Plug-In Hybrid,21078,66
2022/05,Plug-In Hybrid,21082,5
2022/05,Plug-In Hybrid,21084,14
2022/05,Plug-In Hybrid,21085,26
2022/05,Plug-In Hybrid,21087,18
2022/05,Plug-In Hybrid,21090,200
2022/05,Plug-In Hybrid,21093,166
2022/05,Plug-In Hybrid,21102,23
2022/05,Plug-In Hybrid,21104,41
2022/05,Plug-In Hybrid,21108,69
2022/05,Plug-In Hybrid,21111,31
2022/05,Plug-In Hybrid,21113,108
2022/05,Plug-In Hybrid,21114,79
2022/05,Plug-In Hybrid,21117,142
2022/05,Plug-In Hybrid,21120,28
2022/05,Plug-In Hybrid,21122,130
2022/05,Plug-In Hybrid,21128,47
2022/05,Plug-In Hybrid,21131,46
2022/05,Plug-In Hybrid,21132,6
2022/05,Plug-In Hybrid,21133,27
2022/05,Plug-In Hybrid,21136,102
2022/05,Plug-In Hybrid,21140,15
2022/05,Plug-In Hybrid,21144,89
2022/05,Plug-In Hybrid,21146,160
2022/05,Plug-In Hybrid,21152,27
2022/05,Plug-In Hybrid,21153,12
2022/05,Plug-In Hybrid,21154,12
2022/05,Plug-In Hybrid,21155,7
2022/05,Plug-In Hybrid,21156,3
2022/05,Plug-In Hybrid,21157,71
2022/05,Plug-In Hybrid,21158,47
2022/05,Plug-In Hybrid,21160,1
2022/05,Plug-In Hybrid,21161,12
2022/05,Plug-In Hybrid,21162,10
2022/05,Plug-In Hybrid,21163,42
2022/05,Plug-In Hybrid,21201,58
2022/05,Plug-In Hybrid,21202,43
2022/05,Plug-In Hybrid,21204,88
2022/05,Plug-In Hybrid,21205,7
2022/05,Plug-In Hybrid,21206,44
2022/05,Plug-In Hybrid,21207,51
2022/05,Plug-In Hybrid,21208,108
2022/05,Plug-In Hybrid,21209,103
2022/05,Plug-In Hybrid,21210,96
2022/05,Plug-In Hybrid,21211,84
2022/05,Plug-In Hybrid,21212,129
2022/05,Plug-In Hybrid,21213,20
2022/05,Plug-In Hybrid,21214,42
2022/05,Plug-In Hybrid,21215,46
2022/05,Plug-In Hybrid,21216,17
2022/05,Plug-In Hybrid,21217,41
2022/05,Plug-In Hybrid,21218,103
2022/05,Plug-In Hybrid,21219,18
2022/05,Plug-In Hybrid,21220,62
2022/05,Plug-In Hybrid,21221,56
2022/05,Plug-In Hybrid,21222,53
2022/05,Plug-In Hybrid,21223,7
2022/05,Plug-In Hybrid,21224,108
2022/05,Plug-In Hybrid,21225,17
2022/05,Plug-In Hybrid,21226,11
2022/05,Plug-In Hybrid,21227,43
2022/05,Plug-In Hybrid,21228,153
2022/05,Plug-In Hybrid,21229,36
2022/05,Plug-In Hybrid,21230,119
2022/05,Plug-In Hybrid,21231,50
2022/05,Plug-In Hybrid,21234,105
2022/05,Plug-In Hybrid,21236,58
2022/05,Plug-In Hybrid,21237,45
2022/05,Plug-In Hybrid,21239,18
2022/05,Plug-In Hybrid,21244,37
2022/05,Plug-In Hybrid,21286,95
2022/05,Plug-In Hybrid,21401,180
2022/05,Plug-In Hybrid,21402,1
2022/05,Plug-In Hybrid,21403,148
2022/05,Plug-In Hybrid,21405,4
2022/05,Plug-In Hybrid,21409,87
2022/05,Plug-In Hybrid,21502,36
2022/05,Plug-In Hybrid,21520,1
2022/05,Plug-In Hybrid,21524,1
2022/05,Plug-In Hybrid,21530,1
2022/05,Plug-In Hybrid,21532,10
2022/05,Plug-In Hybrid,21536,1
2022/05,Plug-In Hybrid,21541,2
2022/05,Plug-In Hybrid,21543,1
2022/05,Plug-In Hybrid,21550,8
2022/05,Plug-In Hybrid,21557,1
2022/05,Plug-In Hybrid,21561,4
2022/05,Plug-In Hybrid,21562,1
2022/05,Plug-In Hybrid,21601,76
2022/05,Plug-In Hybrid,21610,2
2022/05,Plug-In Hybrid,21612,2
2022/05,Plug-In Hybrid,21613,19
2022/05,Plug-In Hybrid,21617,31
2022/05,Plug-In Hybrid,21619,28
2022/05,Plug-In Hybrid,21620,40
2022/05,Plug-In Hybrid,21623,5
2022/05,Plug-In Hybrid,21624,1
2022/05,Plug-In Hybrid,21625,6
2022/05,Plug-In Hybrid,21629,12
2022/05,Plug-In Hybrid,21631,4
2022/05,Plug-In Hybrid,21632,3
2022/05,Plug-In Hybrid,21635,7
2022/05,Plug-In Hybrid,21638,16
2022/05,Plug-In Hybrid,21639,2
2022/05,Plug-In Hybrid,21640,1
2022/05,Plug-In Hybrid,21643,8
2022/05,Plug-In Hybrid,21645,4
2022/05,Plug-In Hybrid,21647,1
2022/05,Plug-In Hybrid,21649,2
2022/05,Plug-In Hybrid,21651,3
2022/05,Plug-In Hybrid,21652,1
2022/05,Plug-In Hybrid,21654,11
2022/05,Plug-In Hybrid,21655,10
2022/05,Plug-In Hybrid,21657,4
2022/05,Plug-In Hybrid,21658,10
2022/05,Plug-In Hybrid,21659,1
2022/05,Plug-In Hybrid,21660,5
2022/05,Plug-In Hybrid,21661,5
2022/05,Plug-In Hybrid,21662,2
2022/05,Plug-In Hybrid,21663,13
2022/05,Plug-In Hybrid,21664,1
2022/05,Plug-In Hybrid,21665,1
2022/05,Plug-In Hybrid,21666,40
2022/05,Plug-In Hybrid,21667,1
2022/05,Plug-In Hybrid,21668,1
2022/05,Plug-In Hybrid,21671,3
2022/05,Plug-In Hybrid,21673,4
2022/05,Plug-In Hybrid,21677,1
2022/05,Plug-In Hybrid,21701,166
2022/05,Plug-In Hybrid,21702,126
2022/05,Plug-In Hybrid,21703,112
2022/05,Plug-In Hybrid,21704,130
2022/05,Plug-In Hybrid,21710,22
2022/05,Plug-In Hybrid,21711,2
2022/05,Plug-In Hybrid,21713,17
2022/05,Plug-In Hybrid,21714,4
2022/05,Plug-In Hybrid,21716,20
2022/05,Plug-In Hybrid,21717,1
2022/05,Plug-In Hybrid,21722,8
2022/05,Plug-In Hybrid,21723,5
2022/05,Plug-In Hybrid,21727,10
2022/05,Plug-In Hybrid,21733,3
2022/05,Plug-In Hybrid,21734,2
2022/05,Plug-In Hybrid,21737,16
2022/05,Plug-In Hybrid,21738,23
2022/05,Plug-In Hybrid,21740,84
2022/05,Plug-In Hybrid,21742,75
2022/05,Plug-In Hybrid,21750,3
2022/05,Plug-In Hybrid,21754,52
2022/05,Plug-In Hybrid,21755,17
2022/05,Plug-In Hybrid,21756,13
2022/05,Plug-In Hybrid,21757,4
2022/05,Plug-In Hybrid,21758,16
2022/05,Plug-In Hybrid,21762,3
2022/05,Plug-In Hybrid,21766,2
2022/05,Plug-In Hybrid,21767,1
2022/05,Plug-In Hybrid,21769,63
2022/05,Plug-In Hybrid,21770,39
2022/05,Plug-In Hybrid,21771,129
2022/05,Plug-In Hybrid,21773,19
2022/05,Plug-In Hybrid,21774,100
2022/05,Plug-In Hybrid,21776,13
2022/05,Plug-In Hybrid,21777,9
2022/05,Plug-In Hybrid,21778,2
2022/05,Plug-In Hybrid,21779,3
2022/05,Plug-In Hybrid,21780,2
2022/05,Plug-In Hybrid,21782,4
2022/05,Plug-In Hybrid,21783,13
2022/05,Plug-In Hybrid,21784,124
2022/05,Plug-In Hybrid,21787,15
2022/05,Plug-In Hybrid,21788,23
2022/05,Plug-In Hybrid,21791,13
2022/05,Plug-In Hybrid,21793,25
2022/05,Plug-In Hybrid,21794,11
2022/05,Plug-In Hybrid,21795,12
2022/05,Plug-In Hybrid,21797,49
2022/05,Plug-In Hybrid,21798,3
2022/05,Plug-In Hybrid,21801,62
2022/05,Plug-In Hybrid,21804,50
2022/05,Plug-In Hybrid,21811,53
2022/05,Plug-In Hybrid,21813,4
2022/05,Plug-In Hybrid,21814,1
2022/05,Plug-In Hybrid,21817,5
2022/05,Plug-In Hybrid,21821,2
2022/05,Plug-In Hybrid,21822,6
2022/05,Plug-In Hybrid,21826,7
2022/05,Plug-In Hybrid,21830,7
2022/05,Plug-In Hybrid,21837,3
2022/05,Plug-In Hybrid,21838,2
2022/05,Plug-In Hybrid,21840,1
2022/05,Plug-In Hybrid,21842,25
2022/05,Plug-In Hybrid,21849,1
2022/05,Plug-In Hybrid,21850,2
2022/05,Plug-In Hybrid,21851,8
2022/05,Plug-In Hybrid,21853,6
2022/05,Plug-In Hybrid,21863,5
2022/05,Plug-In Hybrid,21865,1
2022/05,Plug-In Hybrid,21869,2
2022/05,Plug-In Hybrid,21871,1
2022/05,Plug-In Hybrid,21874,2
2022/05,Plug-In Hybrid,21875,6
2022/05,Plug-In Hybrid,21901,30
2022/05,Plug-In Hybrid,21903,10
2022/05,Plug-In Hybrid,21904,8
2022/05,Plug-In Hybrid,21911,9
2022/05,Plug-In Hybrid,21912,5
2022/05,Plug-In Hybrid,21913,1
2022/05,Plug-In Hybrid,21914,1
2022/05,Plug-In Hybrid,21915,6
2022/05,Plug-In Hybrid,21917,8
2022/05,Plug-In Hybrid,21918,3
2022/05,Plug-In Hybrid,21919,8
2022/05,Plug-In Hybrid,21921,48
2022/05,Plug-In Hybrid,38135,1
2022/05,Plug-In Hybrid,40121,1
2022/05,Plug-In Hybrid,44108,1
2022/05,Plug-In Hybrid,45177,1
2022/05,Plug-In Hybrid,60016,1
2022/05,Plug-In Hybrid,75201,1
2022/05,Plug-In Hybrid,85281,1
2022/05,Plug-In Hybrid,98503,1
2022/06,Electric,0,29
2022/06,Electric,2128,1
2022/06,Electric,2871,1
2022/06,Electric,3106,1
2022/06,Electric,3750,1
2022/06,Electric,4021,1
2022/06,Electric,4401,1
2022/06,Electric,6830,1
2022/06,Electric,6878,1
2022/06,Electric,6903,1
2022/06,Electric,7016,1
2022/06,Electric,7079,1
2022/06,Electric,7094,1
2022/06,Electric,7407,1
2022/06,Electric,7410,1
2022/06,Electric,7450,1
2022/06,Electric,7627,1
2022/06,Electric,7650,1
2022/06,Electric,7739,1
2022/06,Electric,7751,1
2022/06,Electric,7950,1
2022/06,Electric,8043,1
2022/06,Electric,8054,2
2022/06,Electric,8060,1
2022/06,Electric,8085,1
2022/06,Electric,8089,1
2022/06,Electric,8318,1
2022/06,Electric,8402,1
2022/06,Electric,8540,2
2022/06,Electric,8701,1
2022/06,Electric,8731,1
2022/06,Electric,8844,1
2022/06,Electric,8879,1
2022/06,Electric,9468,1
2022/06,Electric,10001,2
2022/06,Electric,11030,1
2022/06,Electric,11103,1
2022/06,Electric,11201,1
2022/06,Electric,11209,1
2022/06,Electric,11214,1
2022/06,Electric,11225,1
2022/06,Electric,13027,1
2022/06,Electric,14094,1
2022/06,Electric,14830,1
2022/06,Electric,15017,1
2022/06,Electric,15108,1
2022/06,Electric,15206,1
2022/06,Electric,15330,1
2022/06,Electric,15532,1
2022/06,Electric,15759,1
2022/06,Electric,16046,2
2022/06,Electric,16055,1
2022/06,Electric,17011,1
2022/06,Electric,17019,1
2022/06,Electric,17020,1
2022/06,Electric,17036,2
2022/06,Electric,17050,4
2022/06,Electric,17053,1
2022/06,Electric,17055,1
2022/06,Electric,17057,1
2022/06,Electric,17074,1
2022/06,Electric,17111,1
2022/06,Electric,17112,1
2022/06,Electric,17233,1
2022/06,Electric,17252,1
2022/06,Electric,17314,1
2022/06,Electric,17315,1
2022/06,Electric,17320,1
2022/06,Electric,17321,1
2022/06,Electric,17322,1
2022/06,Electric,17324,1
2022/06,Electric,17325,2
2022/06,Electric,17331,2
2022/06,Electric,17340,2
2022/06,Electric,17349,1
2022/06,Electric,17356,1
2022/06,Electric,17362,1
2022/06,Electric,17402,3
2022/06,Electric,17403,6
2022/06,Electric,17404,2
2022/06,Electric,17406,2
2022/06,Electric,17408,3
2022/06,Electric,17522,2
2022/06,Electric,17540,1
2022/06,Electric,17543,1
2022/06,Electric,17554,1
2022/06,Electric,17566,1
2022/06,Electric,17602,1
2022/06,Electric,17603,1
2022/06,Electric,18055,1
2022/06,Electric,18444,1
2022/06,Electric,18940,1
2022/06,Electric,18966,1
2022/06,Electric,19010,1
2022/06,Electric,19026,1
2022/06,Electric,19041,2
2022/06,Electric,19074,1
2022/06,Electric,19081,1
2022/06,Electric,19131,1
2022/06,Electric,19146,3
2022/06,Electric,19312,1
2022/06,Electric,19320,2
2022/06,Electric,19335,1
2022/06,Electric,19355,1
2022/06,Electric,19363,1
2022/06,Electric,19403,1
2022/06,Electric,19406,1
2022/06,Electric,19438,1
2022/06,Electric,19520,1
2022/06,Electric,19701,4
2022/06,Electric,19702,2
2022/06,Electric,19703,1
2022/06,Electric,19707,2
2022/06,Electric,19709,8
2022/06,Electric,19711,3
2022/06,Electric,19713,1
2022/06,Electric,19720,3
2022/06,Electric,19734,2
2022/06,Electric,19803,1
2022/06,Electric,19808,4
2022/06,Electric,19810,1
2022/06,Electric,19901,3
2022/06,Electric,19904,4
2022/06,Electric,19930,1
2022/06,Electric,19934,2
2022/06,Electric,19938,1
2022/06,Electric,19939,1
2022/06,Electric,19940,3
2022/06,Electric,19943,2
2022/06,Electric,19945,2
2022/06,Electric,19947,2
2022/06,Electric,19951,1
2022/06,Electric,19952,2
2022/06,Electric,19958,4
2022/06,Electric,19962,2
2022/06,Electric,19964,1
2022/06,Electric,19966,1
2022/06,Electric,19967,2
2022/06,Electric,19968,2
2022/06,Electric,19970,4
2022/06,Electric,19971,3
2022/06,Electric,19973,5
2022/06,Electric,19975,5
2022/06,Electric,19977,4
2022/06,Electric,20001,11
2022/06,Electric,20002,9
2022/06,Electric,20003,5
2022/06,Electric,20005,1
2022/06,Electric,20006,1
2022/06,Electric,20007,7
2022/06,Electric,20008,9
2022/06,Electric,20009,7
2022/06,Electric,20010,8
2022/06,Electric,20011,14
2022/06,Electric,20012,7
2022/06,Electric,20015,6
2022/06,Electric,20016,10
2022/06,Electric,20017,10
2022/06,Electric,20018,6
2022/06,Electric,20019,13
2022/06,Electric,20020,2
2022/06,Electric,20024,4
2022/06,Electric,20032,1
2022/06,Electric,20036,2
2022/06,Electric,20037,2
2022/06,Electric,20105,1
2022/06,Electric,20111,1
2022/06,Electric,20112,2
2022/06,Electric,20120,1
2022/06,Electric,20124,1
2022/06,Electric,20132,3
2022/06,Electric,20136,1
2022/06,Electric,20141,1
2022/06,Electric,20147,6
2022/06,Electric,20148,10
2022/06,Electric,20152,5
2022/06,Electric,20155,2
2022/06,Electric,20163,1
2022/06,Electric,20164,1
2022/06,Electric,20169,2
2022/06,Electric,20170,3
2022/06,Electric,20171,6
2022/06,Electric,20175,1
2022/06,Electric,20176,6
2022/06,Electric,20180,2
2022/06,Electric,20187,1
2022/06,Electric,20190,4
2022/06,Electric,20601,85
2022/06,Electric,20602,77
2022/06,Electric,20603,127
2022/06,Electric,20606,1
2022/06,Electric,20607,71
