date,total_cars_sold,new_cars_sold,used_cars_sold,real_value_cars_sold,real_new_value_cars_sold,real_used_value_cars_sold
2018-06-30,88979.18181818181,28164.60606060606,60968.617424242424,2054707952.0227273,1196313347.9924242,854475737.1439394
2018-07-31,92712.72727272726,28504.92424242424,64210.981060606064,2090191034.5227273,1201010645.810606,885261522.6893939
2018-08-31,93789.54545454544,28387.833333333332,65132.66287878788,2134636906.2045453,1228769875.810606,898796660.4621211
2018-09-30,83710.45454545454,25594.333333333332,57998.52651515151,1889995927.5227273,1074738589.310606,811338472.1439394
2018-10-31,95063.04545454544,29329.878787878788,65878.70833333334,2149387502.340909,1231879998.4469697,919954784.2348485
2018-11-30,91878.95454545454,28824.469696969696,63551.16287878788,2082666200.7954545,1196570286.219697,886695139.2348485
2018-12-31,91556.40909090909,29122.969696969696,62181.981060606064,2069150183.8863635,1219889045.9469697,846944465.4166666
2019-01-31,98175.63636363635,32112.060606060604,66066.75378787878,2331709403.977273,1378313483.1742425,953438958.1893939
2019-02-28,85968.31818181818,27562.787878787876,58404.07196969697,2004955033.6136363,1160118069.901515,845825297.4166666
2019-03-31,85728.95454545454,25501.742424242424,60057.844696969696,1919310137.2954545,1088579513.6287878,828077117.5075758
2019-04-30,94063.5909090909,28238.378787878788,65828.39015151515,2134754777.7954545,1214716344.4469697,930768574.1893939
2019-05-31,92795.18181818181,26929.015151515152,65869.29924242424,2101423964.0227273,1161664968.310606,948748134.3712121
2019-06-30,84864.18181818181,25527.60606060606,59490.617424242424,2003536808.0227273,1140719868.9924242,858898073.1439394
2019-07-31,94651.72727272726,28983.92424242424,65670.98106060606,2225418962.522727,1273254034.810606,948246061.6893939
2019-08-31,89292.54545454544,26598.833333333332,62424.66287878788,2042944063.2045453,1143654193.810606,892219499.4621211
2019-09-30,90484.45454545454,28005.333333333332,62361.52651515151,2102597857.5227273,1214188039.310606,884490951.1439394
2019-10-31,95129.04545454544,29417.878787878788,65856.70833333334,2226767338.340909,1265625197.4469697,963589422.2348485
2019-11-30,88459.95454545454,27551.469696969696,61405.16287878788,2042018241.7954545,1163793520.219697,878823946.2348485
2019-12-31,91753.40909090909,27611.969696969696,63889.981060606064,2054512973.8863635,1153988219.9469697,898208081.4166666
2020-01-31,93459.63636363635,28726.060606060604,64736.753787878784,2171791471.977273,1241243744.1742425,930590765.1893939
2020-02-29,89072.31818181818,28212.787878787876,60858.07196969697,2071904153.6136363,1185393665.901515,887498821.4166666
2020-03-31,75057.95454545454,22889.742424242424,51998.844696969696,1826721532.2954545,1000235766.6287878,823832259.5075758
2020-04-30,73859.5909090909,23354.378787878788,50508.39015151515,1789204502.7954545,1052728993.4469697,747205651.1893939
2020-05-31,74289.18181818181,23375.015151515152,50918.29924242424,1791615661.0227273,1053399148.310606,747205651.3712121
2020-06-30,79699.18181818181,20089.60606060606,59763.617424242424,1690409383.0227273,889237360.9924242,797253155.1439394
2020-07-31,83348.72727272726,24352.92424242424,58998.981060606064,1980478640.5227273,1132970208.810606,843589564.6893939
2020-08-31,80434.54545454544,25571.833333333332,54593.66287878788,1924536164.2045453,1153773728.810606,763692064.4621211
2020-09-30,79815.45454545454,26147.333333333332,53550.52651515151,1955536494.5227273,1191680161.310606,759937467.1439394
2020-10-31,73686.04545454544,25227.878787878788,48603.708333333336,1796562633.340909,1110728384.4469697,688281530.2348485
2020-11-30,81337.95454545454,29165.469696969696,52669.16287878788,2051292525.7954545,1267835742.219697,784056007.2348485
2020-12-31,83913.40909090909,30833.969696969696,52827.981060606064,2336783718.8863635,1534887895.9469697,799579149.4166666
2021-01-31,77786.63636363635,22696.060606060604,55093.753787878784,1770654048.9772727,975668865.1742425,795028220.1893939
2021-02-28,74581.31818181818,26447.787878787876,48132.07196969697,1915412027.6136363,1163892580.901515,752507780.4166666
2021-03-31,93425.95454545454,33810.742424242424,59445.844696969696,2394064824.2954545,1456811689.6287878,934599627.5075758
2021-04-30,90211.5909090909,30924.378787878788,59290.39015151515,2335774284.7954545,1371518943.4469697,974985482.1893939
2021-05-31,88496.18181818181,31321.015151515152,57178.29924242424,2380710850.022727,1444559982.310606,945140005.3712121
2021-06-30,76617.18181818181,24424.60606060606,52346.617424242424,2099497400.0227273,1181297259.9924242,914281274.1439394
2021-07-31,78891.72727272726,23941.92424242424,54952.981060606064,2069973139.5227273,1134695517.810606,931358755.6893939
2021-08-31,74247.54545454544,21432.833333333332,52545.66287878788,1958934828.2045453,1048304479.810606,903559977.4621211
2021-09-30,73026.45454545454,19389.333333333332,53519.52651515151,1876520490.5227273,945725520.310606,926876103.1439394
2021-10-31,72469.04545454544,21293.878787878788,51320.708333333336,1904138557.340909,1009526234.4469697,897059603.2348485
2021-11-30,77339.95454545454,24489.469696969696,53347.16287878788,2123955378.7954545,1131175546.219697,904520777.2348485
2021-12-31,76914.40909090909,25449.969696969696,51212.981060606064,2073420456.8863635,1185630353.9469697,885473430.4166666
2022-01-31,67835.63636363635,20182.060606060604,47656.753787878784,1742439168.9772727,920725484.1742425,821756722.1893939
2022-02-28,79907.31818181818,27637.787878787876,52268.07196969697,2226266793.613636,1247473980.901515,861293163.4166666
2022-03-31,75822.95454545454,25164.742424242424,50488.844696969696,2135615997.2954545,1183756048.6287878,949206441.5075758
2022-04-30,68976.5909090909,21950.378787878788,47029.39015151515,1920478604.7954545,1015296524.4469697,915912221.1893939
