,seasonal_component,cyclical_component,average,calculated_cars_sold
158,7778.045454545456,6307.959704890905,83848.27272727275,97934.27788670911
159,6449.409090909103,6727.883796012087,83848.27272727275,97025.56561419394
160,5842.818181818191,7133.977755856686,83848.27272727275,96825.06866494763
161,7399.818181818191,7525.46856149126,83848.27272727275,98773.5594705822
162,4746.272727272735,7901.610987916414,83848.27272727275,96496.1564424619
163,6265.454545454559,8261.68902664489,83848.27272727275,98375.4162993722
164,1952.5454545454559,8605.017248664488,83848.27272727275,94405.8354304827
165,418.9545454545587,8930.942109191077,83848.27272727275,93198.16938191839
166,-9552.954545454544,9238.843191728301,83848.27272727275,83534.1613735465
167,-11425.409090909088,9528.134389065599,83848.27272727275,81950.99802542926
168,-8178.636363636353,9798.265018966587,83848.27272727275,85467.90138260298
169,-11696.318181818177,10048.720872424048,83848.27272727275,82200.67541787862
170,7778.045454545456,10279.025192485919,83848.27272727275,101905.34337430412
171,6449.409090909103,10488.739581789341,83848.27272727275,100786.4213999712
172,5842.818181818191,10677.464837074876,83848.27272727275,100368.55574616582
173,7399.818181818191,10844.841709092667,83848.27272727275,102092.93261818361
174,4746.272727272735,10990.55158645373,83848.27272727275,99585.09704099922
175,6265.454545454559,11114.317102124885,83848.27272727275,101228.0443748522
176,1952.5454545454559,11215.902661412721,83848.27272727275,97016.72084323093
177,418.9545454545587,11295.114890431345,83848.27272727275,95562.34216315865
178,-9552.954545454544,11351.80300420073,83848.27272727275,85647.12118601894
179,-11425.409090909088,11385.859093674342,83848.27272727275,83808.722730038
180,-8178.636363636353,11397.21833115026,83848.27272727275,87066.85469478666
181,-11696.318181818177,11385.859093674342,83848.27272727275,83537.81363912892
182,7778.045454545456,11351.80300420073,83848.27272727275,102978.12118601894
183,6449.409090909103,11295.11489043136,83848.27272727275,101592.79670861321
184,5842.818181818191,11215.902661412721,83848.27272727275,100906.99357050366
185,7399.818181818191,11114.317102124885,83848.27272727275,102362.40801121583
186,4746.272727272735,10990.55158645373,83848.27272727275,99585.09704099922
187,6265.454545454559,10844.841709092667,83848.27272727275,100958.56898181998
188,1952.5454545454559,10677.464837074891,83848.27272727275,96478.2830188931
189,418.9545454545587,10488.739581789341,83848.27272727275,94755.96685451665
190,-9552.954545454544,10279.025192485933,83848.27272727275,84574.34337430414
191,-11425.409090909088,10048.720872424048,83848.27272727275,82471.58450878771
192,-8178.636363636353,9798.265018966602,83848.27272727275,85467.901382603
193,-11696.318181818177,9528.134389065599,83848.27272727275,81680.08893452017
194,7778.045454545456,9238.843191728316,83848.27272727275,100865.16137354652
195,6449.409090909103,8930.942109191092,83848.27272727275,99228.62392737294
196,5842.818181818191,8605.017248664502,83848.27272727275,98296.10815775544
197,7399.818181818191,8261.68902664489,83848.27272727275,99509.77993573583
198,4746.272727272735,7901.610987916429,83848.27272727275,96496.15644246191
199,6265.454545454559,7525.468561491274,83848.27272727275,97639.19583421858
200,1952.5454545454559,7133.9777558567,83848.27272727275,92934.7959376749
201,418.9545454545587,6727.883796012102,83848.27272727275,90995.11106873941
202,-9552.954545454544,6307.959704890905,83848.27272727275,80603.27788670911
203,-11425.409090909088,5875.004831867525,83848.27272727275,78297.86846823119
204,-8178.636363636353,5429.8433311502595,83848.27272727275,81099.47969478666
205,-11696.318181818177,4973.322592957091,83848.27272727275,77125.27713841166
206,7778.045454545456,4506.31163046007,83848.27272727275,96132.62981227828
207,6449.409090909103,4029.6994255695317,83848.27272727275,94327.38124375138
208,5842.818181818191,3544.3932367062807,83848.27272727275,93235.48414579722
209,7399.818181818191,3051.3168717839,83848.27272727275,94299.40778087484
210,4746.272727272735,2551.4089296875754,83848.27272727275,91145.95438423306
211,6265.454545454559,2045.621013598051,83848.27272727275,92159.34828632536
212,1952.5454545454559,1534.9159195606626,83848.27272727275,87335.73410137887
213,418.9545454545587,1020.265803748538,83848.27272727275,85287.49307647585
214,-9552.954545454544,502.65033190787653,83848.27272727275,74797.96851372608
215,-11425.409090909088,-16.94518549127679,83848.27272727275,72405.91845087238
216,-8178.636363636353,-537.5316688497405,83848.27272727275,75132.10469478666
217,-11696.318181818177,-1058.1181522081752,83848.27272727275,71093.8363932464
218,7778.045454545456,-1577.713669607343,83848.27272727275,90048.60451221086
219,6449.409090909103,-2095.32914144799,83848.27272727275,88202.35267673386
220,5842.818181818191,-2609.979257260129,83848.27272727275,87081.11165183081
221,7399.818181818191,-3120.6843512975174,83848.27272727275,88127.40655779342
222,4746.272727272735,-3626.472267387042,83848.27272727275,84968.07318715844
223,6265.454545454559,-4126.380209483366,83848.27272727275,85987.34706324394
224,1952.5454545454559,-4619.456574405762,83848.27272727275,81181.36160741244
225,418.9545454545587,-5104.762763268998,83848.27272727275,79162.46450945831
226,-9552.954545454544,-5581.374968159551,83848.27272727275,68713.94321365865
227,-11425.409090909088,-6048.385930656557,83848.27272727275,66374.4777057071
228,-8178.636363636353,-6504.9066688497405,83848.27272727275,69164.72969478666
229,-11696.318181818177,-6950.068169566992,83848.27272727275,65201.88637588758
230,7778.045454545456,-7383.0230425903865,83848.27272727275,84243.29513922782
231,6449.409090909103,-7802.947133711568,83848.27272727275,82494.73468447028
232,5842.818181818191,-8209.041093556167,83848.27272727275,81482.04981553477
233,7399.818181818191,-8600.53189919074,83848.27272727275,82647.5590099002
234,4746.272727272735,-8976.67432561588,83848.27272727275,79617.8711289296
235,6265.454545454559,-9336.752364344371,83848.27272727275,80776.97490838294
236,1952.5454545454559,-9680.080586363954,83848.27272727275,76120.73759545425
237,418.9545454545587,-10006.005446890558,83848.27272727275,74261.22182583675
238,-9552.954545454544,-10313.906529427797,83848.27272727275,63981.41165239041
239,-11425.409090909088,-10603.19772676508,83848.27272727275,61819.66590959858
240,-8178.636363636353,-10873.328356666083,83848.27272727275,64796.308006970314
241,-11696.318181818177,-11123.78421012353,83848.27272727275,61028.170335331044
242,7778.045454545456,-11354.088530185414,83848.27272727275,80272.22965163279
243,6449.409090909103,-11563.802919488822,83848.27272727275,78733.87889869303
244,5842.818181818191,-11752.528174774372,83848.27272727275,77938.56273431657
245,7399.818181818191,-11919.905046792148,83848.27272727275,79328.1858622988
246,4746.272727272735,-12065.614924153211,83848.27272727275,76528.93053039227
247,6265.454545454559,-12189.380439824366,83848.27272727275,77924.34683290294
248,1952.5454545454559,-12290.965999112203,83848.27272727275,73509.852182706
249,418.9545454545587,-12370.178228130826,83848.27272727275,71897.04904459648
250,-9552.954545454544,-12426.866341900211,83848.27272727275,61868.451839917994
251,-11425.409090909088,-12460.922431373823,83848.27272727275,59961.94120498984
252,-8178.636363636353,-12472.28166884974,83848.27272727275,63197.354694786656
253,-11696.318181818177,-12460.922431373823,83848.27272727275,59691.03211408075
254,7778.045454545456,-12426.866341900211,83848.27272727275,79199.451839918
255,6449.409090909103,-12370.17822813084,83848.27272727275,77927.50359005101
256,5842.818181818191,-12290.965999112203,83848.27272727275,77400.12490997874
257,7399.818181818191,-12189.380439824366,83848.27272727275,79058.71046926657
258,4746.272727272735,-12065.614924153211,83848.27272727275,76528.93053039227
259,6265.454545454559,-11919.905046792148,83848.27272727275,78193.82222593516
260,1952.5454545454559,-11752.528174774372,83848.27272727275,74048.29000704383
261,418.9545454545587,-11563.802919488822,83848.27272727275,72703.42435323849
262,-9552.954545454544,-11354.088530185414,83848.27272727275,62941.22965163279
263,-11425.409090909088,-11123.78421012353,83848.27272727275,61299.07942624013
